kalimat,kata,postag,entitas
674,pribadi,NN,O
674,calon,NN,O
674,pelanggan,NN,O
674,tanpa,IN,O
674,persetujuan,NN,O
674,pelanggan,NN,O
674,tersebut,PR,O
674,.,Z,O
675,Adapun,IN,O
675,produk,NN,O
675,jasa,NN,O
675,keuangan,NN,O
675,tersebut,PR,O
675,berasal,VB,O
675,dari,IN,O
675,perbankan,NN,O
675,dan,CC,O
675,juga,RB,O
675,non-perbankan,VB,O
675,",",Z,O
675,seperti,IN,O
675,asuransi,NN,O
675,dan,CC,O
675,produk,NN,O
675,pembiayaan,NN,O
675,.,Z,O
676,Padahal,CC,O
676,",",Z,O
676,nomor,NN,O
676,telepon,NN,O
676,seluler,NN,O
676,dan,CC,O
676,telepon,NN,O
676,rumah,NN,O
676,seseorang,PRP,O
676,merupakan,VB,O
676,informasi,NN,O
676,rahasia,NN,O
676,yang,SC,O
676,penggunaannya,RB,O
676,harus,MD,O
676,sesuai,JJ,O
676,izin,NN,O
676,pemilik,NN,O
676,yang,SC,O
676,bersangkutan,VB,O
676,.,Z,O
677,Hal,NN,O
677,ini,PR,O
677,juga,RB,O
677,diatur,VB,O
677,dalam,IN,O
677,Undang-undang,NNP,O
677,Nomor,NNP,O
677,14,CD,O
677,Tahun,NN,O
677,2008,CD,TIM
677,tentang,IN,O
677,Keterbukaan,NNP,O
677,Informasi,NNP,O
677,Publik,NNP,O
677,.,Z,O
678,Pada,IN,O
678,pasal,NN,O
678,2,CD,O
678,Peraturan,NNP,O
678,OJK,NNP,O
678,Nomor,NNP,O
678,1/POJK.07/2013,CD,O
678,juga,RB,O
678,menyebutkan,VB,O
678,perlindungan,NN,O
678,konsumen,NN,O
678,harus,MD,O
678,mencakup,VB,O
678,kerahasiaan,NN,O
678,data,NN,O
678,konsumen,NN,O
678,.,Z,O
679,Sri,NNP,PER
679,Rahayu,NNP,PER
679,menambahkan,VB,O
679,setelah,SC,O
679,implementasi,NN,O
679,peraturan,NN,O
679,tersebut,PR,O
679,",",Z,O
679,pihaknya,RB,O
679,juga,RB,O
679,akan,MD,O
679,melakukan,VB,O
679,survei,NN,O
679,untuk,SC,O
679,mengetahui,VB,O
679,dampak,NN,O
679,sosialisasi,NN,O
679,peraturan,NN,O
679,yang,SC,O
679,berjalan,VB,O
679,sejak,IN,O
679,awal,NN,TIM
679,2014,CD,TIM
679,",",Z,O
679,dan,CC,O
679,juga,RB,O
679,pengaruh,VB,O
679,dari,IN,O
679,penerapan,NN,O
679,peraturan,NN,O
679,itu,PR,O
679,.,Z,O
680,"""",Z,O
680,Pada,IN,O
680,September,NNP,TIM
680,2014,CD,TIM
680,",",Z,O
680,kami,PRP,O
680,akan,MD,O
680,mengadakan,VB,O
680,survei,NN,O
680,.,Z,O
680,Namun,CC,O
680,",",Z,O
680,dari,IN,O
680,data,NN,O
680,survei,NN,O
680,beberapa,CD,O
680,bulan,NN,O
680,lalu,CC,O
680,",",Z,O
680,sudah,MD,O
680,terjadi,VB,O
680,penurunan,NN,O
680,aduan,NN,O
680,dari,IN,O
680,masyarakat,NN,O
680,",",Z,O
680,"""",Z,O
680,katanya,RB,O
680,.,Z,O
681,Penurunan,NN,O
681,pengaduan,NN,O
681,tersebut,PR,O
681,",",Z,O
681,lanjut,VB,O
681,Sri,NNP,PER
681,",",Z,O
681,terlihat,VB,O
681,dari,IN,O
681,jumlah,NN,O
681,aduan,NN,O
681,yang,SC,O
681,diterima,VB,O
681,OJK,NNP,O
681,melalui,IN,O
681,pusat,NN,O
681,layanan,NN,O
681,informasi,NN,O
681,",",Z,O
681,dari,IN,O
681,sebelumnya,SC,O
681,empat-lima,VB,O
681,aduan,NN,O
681,menjadi,VB,O
681,cuma,RB,O
681,tiga,CD,O
681,aduan,NN,O
681,per,IN,O
681,hari,NN,O
681,.,Z,O
682,Menurut,IN,O
682,Sri,NNP,PER
682,",",Z,O
682,pihaknya,RB,O
682,juga,RB,O
682,telah,MD,O
682,berkoordinasi,VB,O
682,dengan,IN,O
682,Kementerian,NNP,O
682,Komunikasi,NNP,O
682,dan,CC,O
682,Informatika,NNP,O
682,serta,CC,O
682,Badan,NNP,O
682,Regulator,NNP,O
682,Telekomunikasi,NNP,O
682,Indonesia,NNP,LOC
682,untuk,SC,O
682,bekerja,VB,O
682,sama,JJ,O
682,menangani,VB,O
682,kasus,NN,O
682,"""",Z,O
682,telemarketing,FW,O
682,"""",Z,O
682,tanpa,IN,O
682,persetujuan,NN,O
682,konsumen,NN,O
682,itu,PR,O
682,.,Z,O
683,Pegawai,NN,O
683,pemasaran,NN,O
683,dalam,IN,O
683,kegiatan,NN,O
683,telemarketing,NN,O
683,yang,SC,O
683,meresahkan,VB,O
683,masyarakat,NN,O
683,diduga,VB,O
683,merupakan,VB,O
683,karyawan,NN,O
683,yang,SC,O
683,berstatus,VB,O
683,alih,VB,O
683,daya,NN,O
683,atau,CC,O
683,dari,IN,O
683,pihak,NN,O
683,ketiga,OD,O
683,.,Z,O
684,Tenaga,NN,O
684,kesehatan,NN,O
684,asing,JJ,O
684,yang,SC,O
684,bekerja,VB,O
684,di,IN,O
684,Indonesia,NNP,LOC
684,akan,MD,O
684,diminta,VB,O
684,untuk,SC,O
684,bisa,MD,O
684,berbahasa,VB,O
684,Indonesia,NNP,LOC
684,sebagai,IN,O
684,salah,JJ,O
684,satu,CD,O
684,persyaratan,NN,O
684,dalam,IN,O
684,pelaksanaan,NN,O
684,Komunitas,NNP,ORG
684,Ekonomi,NNP,ORG
684,ASEAN,NNP,ORG
684,(,Z,ORG
684,AEC,NNP,ORG
684,),Z,ORG
684,pada,IN,O
684,2015,CD,TIM
684,mendatang,VB,O
684,.,Z,O
685,"""",Z,O
685,Kita,PRP,O
685,wajibkan,VB,O
685,mampu,JJ,O
685,berbahasa,VB,O
685,Indonesia,NNP,LOC
685,",",Z,O
685,sama,JJ,O
685,seperti,IN,O
685,perawat,NN,O
685,kita,PRP,O
685,di,IN,O
685,Jepang,NNP,LOC
685,yang,SC,O
685,diwajibkan,VB,O
685,menguasai,VB,O
685,bahasa,NN,O
685,lokal,JJ,O
685,",",Z,O
685,kita,PRP,O
685,gunakan,VB,O
685,persyaratan,NN,O
685,yang,SC,O
685,sama,JJ,O
685,",",Z,O
685,"""",Z,O
685,kata,VB,O
685,Kepala,NNP,O
685,Pusat,NNP,O
685,Perencanaan,NNP,O
685,dan,CC,O
685,Pendayagunaan,NNP,O
685,SDM,NNP,O
685,Kesehatan,NNP,O
685,Kementerian,NNP,O
685,Kesehatan,NNP,O
685,Tritarayati,NNP,PER
685,dalam,IN,O
685,temu,VB,O
685,media,NN,O
685,di,IN,O
685,Jakarta,NNP,LOC
685,",",Z,O
685,Jumat,NNP,TIM
685,.,Z,O
686,Tritarayati,NNP,PER
686,mengatakan,VB,O
686,pemerintah,NN,O
686,telah,MD,O
686,melakukan,VB,O
686,persiapan,NN,O
686,untuk,SC,O
686,membendung,VB,O
686,serbuan,NN,O
686,tenaga,NN,O
686,kesehatan,NN,O
686,dari,IN,O
686,luar,NN,O
686,negeri,NN,O
686,terkait,VB,O
686,pelaksanaan,NN,O
686,AEC,NNP,ORG
686,2015,CD,TIM
686,dengan,SC,O
686,menyusun,VB,O
686,regulasi,NN,O
686,domestik,JJ,O
686,mengenai,IN,O
686,kualifikasi,NN,O
686,para,DT,O
686,pekerja,NN,O
686,.,Z,O
687,Selain,IN,O
687,kemampuan,NN,O
687,bahasa,JJ,O
687,",",Z,O
687,tenaga,NN,O
687,kerja,NN,O
687,dari,IN,O
687,luar,NN,O
687,negeri,NN,O
687,akan,MD,O
687,diperiksa,VB,O
687,kualifikasi,NN,O
687,",",Z,O
687,kompetensi,NN,O
687,serta,CC,O
687,di,IN,O
687,fasilitas,NN,O
687,kesehatan,NN,O
687,tipe,NN,O
687,apa,WH,O
687,mereka,PRP,O
687,akan,MD,O
687,ditempatkan,VB,O
687,.,Z,O
688,Permohonan,NN,O
688,dari,IN,O
688,rumah,NN,O
688,sakit,JJ,O
688,akan,MD,O
688,diperiksa,VB,O
688,terlebih,RB,O
688,dahulu,NN,O
688,apakah,SC,O
688,merupakan,VB,O
688,tipe,NN,O
688,A,NNP,O
688,atau,CC,O
688,B,NNP,O
688,serta,CC,O
688,tenaga,NN,O
688,kerja,NN,O
688,asing,JJ,O
688,yang,SC,O
688,dipekerjakan,VB,O
688,benar-benar,RB,O
688,merupakan,VB,O
688,tenaga,NN,O
688,ahli,NN,O
688,yang,SC,O
688,tidak,NEG,O
688,dimiliki,VB,O
688,di,IN,O
688,dalam,NN,O
688,negeri,NN,O
688,.,Z,O
689,"""",Z,O
689,Tenaga,NN,O
689,kesehatan,NN,O
689,asing,JJ,O
689,bisa,MD,O
689,saja,RB,O
689,ditempatkan,VB,O
689,di,IN,O
689,daerah,NN,O
689,tapi,CC,O
689,tergantung,VB,O
689,tipe,NN,O
689,rumah,NN,O
689,sakitnya,RB,O
689,",",Z,O
689,tipe,FW,O
689,A,FW,O
689,atau,CC,O
689,B,NNP,O
689,.,Z,O
690,Selain,IN,O
690,itu,PR,O
690,tidak,NEG,O
690,boleh,VB,O
690,",",Z,O
690,"""",Z,O
690,kata,VB,O
690,Tritarayati,NNP,PER
690,.,Z,O
691,Tenaga,NN,O
691,kesehatan,NN,O
691,asing,JJ,O
691,yang,SC,O
691,akan,MD,O
691,bekerja,VB,O
691,di,IN,O
691,Indonesia,NNP,LOC
691,harus,MD,O
691,mengantongi,VB,O
691,Surat,NNP,O
691,Tanda,NNP,O
691,Registrasi,NNP,O
691,(,Z,O
691,STR,NNP,O
691,),Z,O
691,yang,SC,O
691,dikeluarkan,VB,O
691,oleh,IN,O
691,Konsil,NNP,O
691,Kedokteran,NNP,O
691,untuk,SC,O
691,dokter,NN,O
691,atau,CC,O
691,perawat,NN,O
691,yang,SC,O
691,dikeluarkan,VB,O
691,oleh,IN,O
691,Majelis,NNP,O
691,Tenaga,NNP,O
691,Kesehatan,NNP,O
691,Indonesia,NNP,O
691,.,Z,O
692,Namun,CC,O
692,selain,IN,O
692,memperketat,VB,O
692,masuknya,NN,O
692,tenaga,NN,O
692,kesehatan,NN,O
692,asing,JJ,O
692,ke,IN,O
692,Indonesia,NNP,LOC
692,",",Z,O
692,Tritarayati,NNP,PER
692,mengatakan,VB,O
692,Kementerian,NNP,O
692,Kesehatan,NNP,O
692,juga,RB,O
692,memperketat,VB,O
692,pengiriman,NN,O
692,tenaga,NN,O
692,kesehatan,NN,O
692,ke,IN,O
692,luar,NN,O
692,negeri,NN,O
692,.,Z,O
693,Hal,NN,O
693,itu,PR,O
693,terutama,JJ,O
693,karena,SC,O
693,diharapkan,VB,O
693,tenaga,NN,O
693,kerja,NN,O
693,lokal,JJ,O
693,dapat,MD,O
693,mengisi,VB,O
693,kebutuhan,NN,O
693,tenaga,NN,O
693,kesehatan,NN,O
693,dalam,IN,O
693,negeri,NN,O
693,terlebih,RB,O
693,dahulu,NN,O
693,sebelum,SC,O
693,mencari,VB,O
693,pekerjaan,NN,O
693,di,IN,O
693,luar,NN,O
693,negeri,NN,O
693,.,Z,O
694,"""",Z,O
694,Seperti,NNP,O
694,di,IN,O
694,Qatar,NNP,LOC
694,",",Z,O
694,mereka,PRP,O
694,berani,VB,O
694,bayar,VB,O
694,perawat,NN,O
694,kita,PRP,O
694,hingga,IN,O
694,Rp40-50,CD,O
694,juta,CD,O
694,perbulan,NN,O
694,tapi,CC,O
694,kita,PRP,O
694,perketat,VB,O
694,juga,RB,O
694,karena,SC,O
694,kebutuhan,NN,O
694,dalam,IN,O
694,negeri,NN,O
694,kita,PRP,O
694,juga,RB,O
694,kurang,RB,O
694,",",Z,O
694,"""",Z,O
694,ujarnya,RB,O
694,.,Z,O
695,Satu,CD,O
695,letusan,NN,O
695,kecil,JJ,O
695,terjadi,VB,O
695,di,IN,O
695,gletser,NN,LOC
695,Dyungjujokull,NNP,LOC
695,Islandia,NNP,LOC
695,",",Z,O
695,mendorong,VB,O
695,pihak,NN,O
695,berwenang,VB,O
695,meningkatkan,VB,O
695,kode,NN,O
695,peringatan,NN,O
695,penerbangan,NN,O
695,menjadi,VB,O
695,merah,JJ,O
695,",",Z,O
695,tingkat,NN,O
695,tertinggi,JJ,O
695,",",Z,O
695,demikian,PR,O
695,dikatakan,VB,O
695,Kantor,NNP,O
695,Meteorologi,NNP,O
695,Islandia,NNP,LOC
695,",",Z,O
695,Minggu,NNP,TIM
695,(,Z,TIM
695,24/8,CD,TIM
695,),Z,TIM
695,.,Z,O
696,Daerah,NN,O
696,itu,PR,O
696,",",Z,O
696,di,IN,O
696,tengah,NN,O
696,negara,NN,O
696,pulau,NN,O
696,Atlantik,NNP,LOC
696,Utara,NNP,LOC
696,itu,PR,O
696,telah,MD,O
696,dikosongkan,VB,O
696,akibat,NN,O
696,beberapa,CD,O
696,hari,NN,O
696,kegiatan,NN,O
696,seismik,JJ,O
696,yang,SC,O
696,meningkat,VB,O
696,di,IN,O
696,sana,PR,O
696,.,Z,O
697,"""",Z,O
697,Diperkirakan,VB,O
697,satu,CD,O
697,letusan,NN,O
697,lahar,NN,O
697,mulai,VB,O
697,berlangsung,VB,O
697,di,IN,O
697,bawah,NN,O
697,gletser,NN,LOC
697,Dyinghuhokull,NNP,LOC
697,",",Z,O
697,"""",Z,O
697,kata,VB,O
697,Kantor,NNP,O
697,Meteorologi,NNP,O
697,Islandia,NNP,LOC
697,.,Z,O
698,"""",Z,O
698,Kode,NN,O
698,warna,NN,O
698,penerbangan,NN,O
698,bagi,IN,O
698,gunung,NN,O
698,berapi,CC,O
698,Bardarbunga,NN,O
698,berubah,VB,O
698,dari,IN,O
698,oranye,NN,O
698,menjadi,VB,O
698,merah,JJ,O
698,.,Z,O
699,"""",Z,O
699,Abu,NNP,O
699,dari,IN,O
699,letusan,NN,O
699,gunung,NN,O
699,berapi,CC,O
699,Eyjafjallajokull,NNP,LOC
699,tahun,NN,O
699,2010,CD,TIM
699,menutupi,VB,O
699,banyak,CD,O
699,wilayah,NN,O
699,udara,NN,O
699,Eropa,NNP,LOC
699,selama,IN,O
699,enam,CD,O
699,hari,NN,O
699,.,Z,O
700,Kode,NN,O
700,merah,JJ,O
700,menunjukkan,VB,O
700,bahwa,SC,O
700,satu,CD,O
700,letusan,NN,O
700,akan,MD,O
700,segera,RB,O
700,terjadi,VB,O
700,atau,CC,O
700,sedang,MD,O
700,mengeluarkan,VB,O
700,mungkin,MD,O
700,emisi,VB,O
700,abu,NN,O
700,.,Z,O
701,Badan,NN,O
701,penerbangan,NN,O
701,yang,SC,O
701,berpusat,VB,O
701,di,IN,O
701,Brussels,NNP,LOC
701,Eurocontrol,NNP,LOC
701,mengatakan,VB,O
701,gunung,NN,O
701,itu,PR,O
701,akan,MD,O
701,segera,RB,O
701,meletus,VB,O
701,.,Z,O
702,Volcanic,NNP,ORG
702,Ash,NNP,ORG
702,Advisory,NNP,ORG
702,Centre,NNP,ORG
702,di,IN,O
702,London,NNP,LOC
702,akan,MD,O
702,mengeluarkan,VB,O
702,satu,CD,O
702,prakiraan,NN,O
702,reguler,JJ,O
702,tentang,IN,O
702,tingkat,NN,O
702,abu,NN,O
702,vulkanik,JJ,O
702,di,IN,O
702,atmosfir,NN,O
702,.,Z,O
703,Berdasarkan,VB,O
703,prakiraan,NN,O
703,ini,PR,O
703,",",Z,O
703,badan,NN,O
703,penerbangan,NN,O
703,sipil,JJ,O
703,mungkin,MD,O
703,mengeluarkan,VB,O
703,satu,CD,O
703,peringatan,NN,O
703,tetapi,CC,O
703,adalah,VB,O
703,tanggung,NN,O
703,jawab,VB,O
703,maskapai-maskapai,VB,O
703,penerbangan,NN,O
703,apakah,WH,O
703,mereka,PRP,O
703,akan,MD,O
703,beroperasi,VB,O
703,dan,CC,O
703,bangaimana,NN,O
703,mereka,PRP,O
703,akan,MD,O
703,menyesuaikan,VB,O
703,jadwal,NN,O
703,penerbangan,NN,O
703,mereka,PRP,O
703,",",Z,O
703,kata,VB,O
703,Eurocontrol,NNP,PER
703,.,Z,O
704,Masyarakat,NN,O
704,dengan,IN,O
704,tingkat,NN,O
704,"""",Z,O
704,melek,NN,O
704,"""",Z,O
704,atau,CC,O
704,literasi,NN,O
704,keuangan,NN,O
704,yang,SC,O
704,baik,JJ,O
704,merupakan,VB,O
704,modal,NN,O
704,berharga,NN,O
704,untuk,SC,O
704,bersaing,VB,O
704,dengan,IN,O
704,negara-negara,NN,O
704,kawasan,NN,O
704,dan,CC,O
704,global,JJ,O
704,dalam,IN,O
704,menciptakan,VB,O
704,penyediaan,NN,O
704,dan,CC,O
704,pemerataan,NN,O
704,akses,NN,O
704,keuangan,NN,O
704,inklusif,JJ,O
704,.,Z,O
705,Hal,NN,O
705,itu,PR,O
705,dikemukakan,VB,O
705,Deputi,NNP,O
705,Komisioner,NNP,O
705,Otoritas,NNP,ORG
705,Jasa,NNP,ORG
705,Keuangan,NNP,ORG
705,(,Z,ORG
705,OJK,NNP,ORG
705,),Z,ORG
705,Bidang,NN,O
705,Edukasi,NN,O
705,dan,CC,O
705,Perlindungan,NNP,O
705,Konsumen,NNP,O
705,Sri,NNP,PER
705,Rahayu,NNP,PER
705,Widodo,NNP,PER
705,di,IN,O
705,Bandung,NNP,LOC
705,",",Z,O
705,Sabtu,NNP,TIM
705,.,Z,O
706,"""",Z,O
706,Edukasi,NN,O
706,(,Z,O
706,jasa,NN,O
706,keuangan,NN,O
706,),Z,O
706,merupakan,VB,O
706,investasi,NN,O
706,.,Z,O
707,Tingkat,NN,O
707,',Z,O
707,melek,NN,O
707,',Z,O
707,masyarakat,NN,O
707,Indonesia,NNP,LOC
707,memang,RB,O
707,masih,MD,O
707,rendah,JJ,O
707,tapi,CC,O
707,akhir,NN,O
707,tahun,NN,O
707,dapat,MD,O
707,tumbuh,VB,O
707,signifikan,JJ,O
707,dengan,IN,O
707,dibukanya,NN,O
707,kantor-kantor,NN,O
707,OJK,NNP,ORG
707,di,IN,O
707,beberapa,CD,O
707,daerah,NN,O
707,",",Z,O
707,"""",Z,O
707,kata,VB,O
707,Sri,NNP,PER
707,.,Z,O
708,Saat,NN,O
708,ini,PR,O
708,",",Z,O
708,berdasarkan,VB,O
708,survei,NN,O
708,OJK,NNP,ORG
708,pada,IN,O
708,2013,CD,TIM
708,tingkat,NN,O
708,literasi,NN,O
708,keuangan,NN,O
708,masyarakat,NN,O
708,Indonesia,NNP,LOC
708,masih,MD,O
708,rendah,JJ,O
708,yakni,SC,O
708,"21,8",CD,O
708,persen,CD,O
708,.,Z,O
709,Angka,NN,O
709,itu,PR,O
709,jauh,JJ,O
709,di,IN,O
709,bawah,NN,O
709,negara-negara,NN,O
709,lain,JJ,O
709,di,IN,O
709,Asia,NNP,LOC
709,Tenggara,NNP,LOC
709,seperti,IN,O
709,Singapura,NNP,LOC
709,90,CD,O
709,persen,CD,O
709,",",Z,O
709,Malaysia,NNP,LOC
709,(,Z,O
709,60-70,CD,O
709,persen,CD,O
709,),Z,O
709,dan,CC,O
709,Filipina,NNP,LOC
709,(,Z,O
709,30,CD,O
709,persen,CD,O
709,),Z,O
709,.,Z,O
710,"""",Z,O
710,Pelaku,NN,O
710,usaha,NN,O
710,jasa,NN,O
710,keuangan,NN,O
710,punya,VB,O
710,tanggung,NN,O
710,jawab,VB,O
710,untuk,SC,O
710,tingkatkan,VB,O
710,literasi,NN,O
710,keuangan,NN,O
710,",",Z,O
710,"""",Z,O
710,kata,VB,O
710,Sri,NNP,PER
710,",",Z,O
710,mengomentari,VB,O
710,hasil,NN,O
710,survei,NN,O
710,OJK,NNP,ORG
710,di,IN,O
710,2014,CD,TIM
710,yang,SC,O
710,menyebutkan,VB,O
710,hanya,RB,O
710,segelintir,JJ,O
710,pelaku,NN,O
710,usaha,NN,O
710,jasa,NN,O
710,keuangan,NN,O
710,yang,SC,O
710,siap,VB,O
710,mengedukasi,NN,O
710,.,Z,O
711,Menurutnya,RB,O
711,",",Z,O
711,pelaku,NN,O
711,usaha,NN,O
711,jasa,NN,O
711,keuangan,NN,O
711,hanya,RB,O
711,melakukan,VB,O
711,literasi,NN,O
711,secara,IN,O
711,situasional,JJ,O
711,dan,CC,O
711,pada,IN,O
711,umumnya,NN,O
711,tidak,NEG,O
711,memiliki,VB,O
711,komitmen,NN,O
711,anggaran,NN,O
711,.,Z,O
712,Padahal,CC,O
712,",",Z,O
712,literasi,NN,O
712,masyarakat,NN,O
712,juga,RB,O
712,akan,MD,O
712,berpengaruh,VB,O
712,terhadap,IN,O
712,perlindungan,NN,O
712,konsumen,NN,O
712,soal,NN,O
712,produk,NN,O
712,dan,CC,O
712,jasa,NN,O
712,keuangan,NN,O
712,.,Z,O
713,"""",Z,O
713,Ini,PR,O
713,sangat,RB,O
713,berkaitan,VB,O
713,dengan,IN,O
713,kualitas,NN,O
713,perlindungan,NN,O
713,konsumen,NN,O
713,terhadap,IN,O
713,produk,NN,O
713,jasa,NN,O
713,keuangan,NN,O
713,itu,PR,O
713,",",Z,O
713,"""",Z,O
713,ujar,VB,O
713,dia,PRP,O
713,.,Z,O
714,OJK,NN,ORG
714,saat,NN,O
714,ini,PR,O
714,",",Z,O
714,kata,VB,O
714,Sri,NNP,PER
714,",",Z,O
714,masih,MD,O
714,melakukan,VB,O
714,survei,NN,O
714,untuk,SC,O
714,mengukur,VB,O
714,tingkat,NN,O
714,literasi,NN,O
714,keuangan,NN,O
714,masyarakat,NN,O
714,pada,IN,O
714,2014,CD,TIM
714,.,Z,O
715,Dia,PRP,O
715,berharap,VB,O
715,pembukaan,NN,O
715,kantor,NN,O
715,cabang,NN,O
715,OJK,NNP,ORG
715,di,IN,O
715,beberapa,CD,O
715,daerah,NN,O
715,dapat,MD,O
715,membantu,VB,O
715,untuk,SC,O
715,meningkatkan,VB,O
715,tingkat,NN,O
715,literasi,NN,O
715,pada,IN,O
715,masyarakat,NN,O
715,.,Z,O
716,Pada,IN,O
716,kesempatan,NN,O
716,yang,SC,O
716,sama,JJ,O
716,",",Z,O
716,Staf,NNP,O
716,Departemen,NNP,O
716,Kebijakan,NNP,O
716,Pengaturan,NNP,O
716,Sistem,NNP,O
716,Pembayaran,NNP,O
716,Bank,NNP,O
716,Indonesia,NNP,LOC
716,Mutiara,NNP,PER
716,Sibarani,NNP,PER
716,mengatakan,VB,O
716,rendahnya,NN,O
716,tingkat,NN,O
716,literasi,NN,O
716,jasa,NN,O
716,keuangan,NN,O
716,juga,RB,O
716,menunjukkan,VB,O
716,banyak,CD,O
716,masyarakat,NN,O
716,yang,SC,O
716,tidak,NEG,O
716,teliti,VB,O
716,dan,CC,O
716,cermat,NN,O
716,dalam,IN,O
716,mengenali,NN,O
716,produk,NN,O
716,jasa,NN,O
716,keuangan,NN,O
716,",",Z,O
716,seperti,IN,O
716,kartu,NN,O
716,kredit,NN,O
716,.,Z,O
717,"""",Z,O
717,Banyak,CD,O
717,orang,NN,O
717,yang,SC,O
717,pesan,NN,O
717,kartu,NN,O
717,kredit,NN,O
717,",",Z,O
717,tapi,CC,O
717,tidak,NEG,O
717,baca,VB,O
717,syarat,NN,O
717,dan,CC,O
717,ketentuannya,RB,O
717,.,Z,O
718,Rahasia,NNP,O
718,pribadi,VB,O
718,dalam,IN,O
718,kartu,NN,O
718,kredit,NN,O
718,itu,PR,O
718,juga,RB,O
718,mudah,JJ,O
718,berpindah,VB,O
718,tangan,NN,O
718,",",Z,O
718,padahal,CC,O
718,itu,PR,O
718,sangat,RB,O
718,personal,JJ,O
718,",",Z,O
718,"""",Z,O
718,ujar,VB,O
718,dia,PRP,O
718,.,Z,O
719,Juru,NNP,O
719,Bicara,NNP,O
719,Partai,NNP,ORG
719,Demokrat,NNP,ORG
719,Rachlan,NNP,PER
719,Nasidik,NNP,PER
719,mengatakan,VB,O
719,Partai,NNP,ORG
719,Demokrat,NNP,ORG
719,memilih,VB,O
719,sikap,NN,O
719,independen,JJ,O
719,dan,CC,O
719,menjadi,VB,O
719,kekuatan,NN,O
719,penyeimbang,NN,O
719,bagi,IN,O
719,pemerintahan,NN,O
719,mendatang,VB,O
719,.,Z,O
720,"""",Z,O
720,Partai,NNP,ORG
720,Demokrat,NNP,ORG
720,memilih,VB,O
720,posisi,NN,O
720,berada,VB,O
720,di,IN,O
720,luar,NN,O
720,pemerintahan,NN,O
720,tapi,CC,O
720,juga,RB,O
720,berada,VB,O
720,di,IN,O
720,luar,NN,O
720,koalisi,NN,O
720,merah,NN,O
720,putih,JJ,O
720,yang,SC,O
720,mendukung,VB,O
720,pasangan,NN,O
720,Prabowo-Hatta,NNP,PER
720,",",Z,O
720,"""",Z,O
720,kata,VB,O
720,Rachlan,NNP,PER
720,Nasidik,NNP,PER
720,usai,SC,O
720,diskusi,NN,O
720,"""",Z,O
720,Spirit,NNP,O
720,Demokrat,NNP,O
720,"""",Z,O
720,di,IN,O
720,Jakarta,NNP,LOC
720,",",Z,O
720,Jumat,NNP,TIM
720,.,Z,O
721,Menurut,IN,O
721,Rachlan,NNP,PER
721,",",Z,O
721,rumors,NN,O
721,yang,SC,O
721,menyebut,VB,O
721,Partai,NNP,ORG
721,Demokrat,NNP,ORG
721,akan,MD,O
721,bergabung,VB,O
721,dengan,IN,O
721,koalisi,NN,O
721,partai,NN,O
721,politik,NN,O
721,pengusung,VB,O
721,pasangan,NN,O
721,calon,NN,O
721,presiden,NN,O
721,dan,CC,O
721,calon,NN,O
721,wakil,NN,O
721,presiden,NN,O
721,terpilih,VB,O
721,Joko,NNP,PER
721,Widodo,NNP,PER
721,dan,CC,O
721,Jusuf,NNP,PER
721,Kalla,NNP,PER
721,tidak,NEG,O
721,benar,JJ,O
721,dan,CC,O
721,tidak,NEG,O
721,jelas,JJ,O
721,sumbernya,RB,O
721,dari,IN,O
721,mana,WH,O
721,.,Z,O
722,Sekretaris,NNP,O
722,Departemen,NNP,O
722,Pemajuan,NNP,O
722,dan,CC,O
722,Perlindungan,NNP,O
722,HAM,NNP,O
722,DPP,NNP,O
722,Partai,NNP,ORG
722,Demokrat,NNP,ORG
722,ini,PR,O
722,menegaskan,VB,O
722,bahwa,SC,O
722,rumors,NN,O
722,itu,PR,O
722,bukan,NEG,O
722,berasal,VB,O
722,dari,IN,O
722,kader-kader,NN,O
722,Partai,NNP,ORG
722,Demokrat,NNP,ORG
722,.,Z,O
723,Kader-kader,NNP,O
723,Partai,NNP,ORG
723,Demokrat,NNP,ORG
723,",",Z,O
723,kata,VB,O
723,dia,PRP,O
723,",",Z,O
723,mendukung,VB,O
723,sikap,NN,O
723,Ketua,NNP,O
723,Umum,NNP,O
723,Partai,NNP,ORG
723,Demokrat,NNP,ORG
723,Susilo,NNP,PER
723,Bambang,NNP,PER
723,Yushoyono,NNP,PER
723,yang,SC,O
723,memilih,VB,O
723,bersikap,VB,O
723,independen,NN,O
723,.,Z,O
724,"""",Z,O
724,Pak,NNP,O
724,SBY,NNP,PER
724,juga,RB,O
724,pernah,MD,O
724,mengatakan,VB,O
724,",",Z,O
724,Partai,NNP,ORG
724,Demokrat,NNP,ORG
724,tidak,NEG,O
724,memiliki,VB,O
724,ambisi,NN,O
724,untuk,SC,O
724,mendapat,VB,O
724,jabatan,NN,O
724,politik,NN,O
724,tertentu,PR,O
724,",",Z,O
724,"""",Z,O
724,katanya,RB,O
724,.,Z,O
725,Rachlan,NN,PER
725,juga,RB,O
725,menegaskan,VB,O
725,",",Z,O
725,kalaupun,SC,O
725,ada,VB,O
725,komunikasi,NN,O
725,antara,IN,O
725,Ketua,NNP,O
725,Harian,NNP,O
725,Partai,NNP,ORG
725,Demokrat,NNP,ORG
725,Syarif,NNP,PER
725,Hasan,NNP,PER
725,dengan,IN,O
725,calon,NN,O
725,presiden,NN,O
725,terpilih,VB,O
